"appid","average_2weeks","average_forever","developer","median_2weeks","median_forever","name","negative","owners","owners_variance","players_2weeks","players_2weeks_variance","players_forever","players_forever_variance","positive","price","publisher","score_rank","userscore"
"458380","0","560","Liar-soft","0","560","Gahkthun of the Golden Lightning Steam Edition","2","787","888","0","0","788","1091","39","3999","MangaGamer","92","94"
"585740","0","52","Nighthood Games","0","65","MORTEM","7","1049","1026","0","0","1049","1026","3","499","Nighthood Games","2","30"
"19320","0","106","Strawdog Studios Ltd","0","44","Space Ark","6","6034","2461","0","0","2623","1622","6","499","Bounce Entertainment ","9","60"
"719140","0","0","Gopherwood Studios LLC","0","0","Entanglement","0","791","1550","0","0","0","0","0","499","Gopherwood Studios LLC","","0"
"420360","148","196","3D Avenue","148","209","Spectrum","0","59548","7731","788","1090","9444","3079","19","499","3D Avenue","100","100"
"553960","79","218","UndeadScout","79","156","Husk","253","159495","12651","785","1538","30955","5574","167","1999","IMGN.PRO","4","60"
"305280","2","11","Cakewalk","4","1","Cakewalk Loop Manager","2","427594","20709","1571","2175","61122","7832","15","0","Cakewalk","67","88"
"562490","184","201","ClickGames","184","210","EvilMorph","10","27544","5258","785","1538","25183","5028","71","399","ClickGames","64","90"
"527450","1","94","HFM Games","2","48","Cockroach Simulator","109","37251","6115","1183","1336","25708","5080","304","899","HFM Games","33","71"
"550220","0","12","Puzzle Lab","0","13","Charm Tale Quest","0","10231","3204","0","0","2099","1451","0","299","Puzzle lab","","0"
"237870","354","782","Pathea Games","490","217","Planet Explorers","1572","278854","16726","2099","1451","264426","16288","3722","1499","Pathea Games","28","69"
"760930","79","41","RewindApp","79","79","Bitcoin Farm","5","1836","1357","791","1550","1583","2192","17","74","RewindApp","40","80"
"328550","0","136","Choice of Games","0","134","Thieves' Gambit: The Curse of the Black Cat","4","4722","2177","0","0","2886","1702","21","299","Choice of Games","56","86"
"560770","0","0","Chadrick Evans","0","0","Andoran Skye XD","1","6558","2565","0","0","0","0","5","1499","OMAG","53","100"
"710170","0","0","XAREA","0","0","The Broken Seal","2","1583","2192","0","0","0","0","17","2499","XAREA","70","92"
"254300","1054","572","Ankama Studio","1054","43","Dofus","34","39874","6326","784","1536","22036","4703","85","0","Ankama Games","30","71"
"413480","0","256","4 Door Lemon","0","500","101 Ways to Die","8","1183","1336","0","0","1571","2175","25","999","4 Door Lemon Vision 1","37","66"
"292330","171","617","Coronado Games","189","293","Starship Corporation","99","9968","3163","1177","1330","9968","3163","147","1999","Iceberg Interactive","15","58"
"26500","1","108","Lazy 8 Studios","1","23","Cogs","77","617781","24888","784","1536","316892","17830","623","999","","70","92"
"716800","0","18","Cyber Prophet","0","18","War Builder League","0","9181","3035","0","0","788","1090","0","0","Fat Dog Games","","0"
"355240","0","132","Nussoft","0","78","NEO AQUARIUM - The King of Crustaceans -","39","38562","6221","0","0","14428","3805","146","899","AGM PLAYISM","42","80"
"353630","16","532","Crafty Studios","19","306","Oil Enterprise","65","12067","3480","1576","1542","11805","3442","76","1999","astragon Entertainment GmbH","11","45"
"393540","0","3","ASC Games","0","3","TNN Motorsports Hardcore TR","2","1182","1335","0","0","784","1536","3","499","Console Classics","16","50"
"362620","269","1395","Coredumping","82","573","Software Inc.","153","108341","10427","7870","2810","104931","10262","2011","1399","Coredumping","82","92"
"669050","0","438","Lupiesoft","0","536","Mutiny!!","0","2099","1451","0","0","1574","1257","19","1999","Lupiesoft, MangaGamer","100","100"
"500470","0","39","17th Dimension","0","46","Emergence Fractal Multiverse ","4","1312","1147","0","0","1312","1147","25","900","","61","84"
"429220","0","155","UFO Crash Games","0","229","FullBlast","9","2886","1702","0","0","2099","1451","36","599","UFO Crash Games","46","76"
"724010","43","43","Dark Room Games","43","43","House of Velez part 1","0","2361","1539","791","1550","791","1550","0","399","Dark Room Games","","0"
"225320","248","428","Core Design","44","9","Tomb Raider III","67","759438","27590","2886","1702","112276","10615","367","699","Square Enix","56","85"
"414660","0","237","Organic 2 Digital Studio","0","214","Vampire Legends: The True Story of Kisilova","33","56400","7524","0","0","29905","5479","210","999","Artifex Mundi","61","88"
"452230","163","2141","Synapse Games","163","31","Spellstone","104","81059","9020","787","888","52203","7238","193","0","Kongregate","21","64"
"304350","358","677","b-alive gmbh","679","230","Wildlife Park 2","93","49842","7073","1574","1257","45645","6769","218","699","b-alive gmbh","28","69"
"363530","0","370","Gabriel Interactive","0","412","Robot Arena III","173","5509","2351","0","0","4984","2236","76","1999","Octopus Tree","2","30"
"443970","0","131","Profenix Studio SRLS","0","254","S2ENGINE HD","45","3151","2180","0","0","2363","1888","79","1999","Profenix Studio SRLS","19","59"
"2570","0","10","Freegamer","0","5","Vigil: Blood Bitterness","102","59548","7731","0","0","17838","4231","29","0","","1","17"
"97330","43","2466","Stainless Games","70","822","Magic: The Gathering - Duels of the Planeswalkers 2013","116","402411","20091","1312","1147","386933","19701","886","999","Wizards of the Coast LLC","67","88"
"397940","225","221","Snail-Ninja Studio","225","210","No Time To Live","25","69517","8353","791","1550","62696","7933","84","99","Snail-Ninja Studio","40","77"
"262210","0","207","Toco Games","0","160","Last Knight: Rogue Rider Edition","32","32004","5668","0","0","19412","4414","154","799","Toco Games","51","84"
"440900","1073","3211","Funcom","217","874","Conan Exiles","5640","667624","25871","55876","7489","653458","25595","10058","2999","Funcom","21","63"
"383980","210","1112","Dan Fornace","69","260","Rivals of Aether","421","309284","17615","22560","4758","201992","14237","3451","1499","Dan Fornace","70","89"
"6910","138","384","Ion Storm","65","49","Deus Ex: Game of the Year Edition","267","1349675","36759","6296","2514","685987","26224","5207","699","Square Enix","92","95"
"471730","0","592","nocanwin","0","625","Rocket Ski Racing","5","1312","1147","0","0","1049","1026","17","299","nocanwin","40","70"
"748370","241","383","raptor lab","243","134","STAND OUT : VR Battle Royale","69","13641","3700","4984","2236","11018","3325","367","2499","raptor lab","56","80"
"429680","546","588","Dream Reactor","1084","49","Spellweaver","297","214584","14674","2363","1888","133000","11553","842","0","Dream Reactor","33","73"
"384750","31","181","Sólfar Studios, RVX","31","56","EVEREST VR","141","12592","3555","1182","1335","11280","3365","131","1499","Sólfar Studios","8","47"
"513790","0","33","Skunkape Interactive","0","33","DEADLOCK","3","2365","1890","0","0","788","1091","13","599","Digital Tribe","49","78"
"345640","0","179","Hanaji Games","0","206","Block Legend DX","32","4460","2115","0","0","3673","1920","41","499","Hanaji Games","13","59"
"401840","0","216","Cowboy Color","0","202","ChargeShot","14","23085","4813","0","0","12067","3480","60","999","Cowboy Color","49","86"
"223430","19","155","Keen Software House","19","34","Miner Wars 2081","200","88667","9433","785","1086","47219","6884","102","999","Keen Software House","2","31"
"343990","0","86","Webfoot","0","132","Anti-Opoly","10","2099","1451","0","0","1574","1257","7","339","Viva Media","5","43"
"724450","0","1","NightmaresGames","0","1","Call of Nightmare","0","787","888","0","0","784","1536","0","99","NightmaresGames","","0"
"231160","378","190","Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano","409","93","The Swapper","183","832890","28892","2623","1622","418413","20486","5254","1499","Facepalm Games","95","96"
"684430","0","0","张公子","0","0","JU","0","1583","2192","0","0","0","0","12","99","张公子","100","100"
"628870","5","83","Soccer Manager Ltd","5","10","Soccer Manager Arena","40","56663","7541","785","1538","45645","6769","47","0","Soccer Manager Ltd","11","54"
"673050","0","0","GreenGasGames","0","0","StarBallMadNess","0","1577","1543","0","0","0","0","0","399","GreenGasGames","","0"
"257080","0","335","5 Ants","0","220","Tiny Thief","50","18888","4354","0","0","15477","3941","319","599","Rovio Stars","","0"
"575540","30","39","MAUMGOLF Co.,Ltd.","30","47","VR Golf Online","11","1576","1542","791","1550","1576","1542","12","1999","Kakao Games Corp.","10","50"
"336200","0","247","Spiderwork Games","0","161","Starlaxis Supernova Edition","15","27807","5283","0","0","17314","4169","28","699","rokapublish","22","71"
"282880","0","499","Subsoap","0","452","FaeVerse Alchemy","89","105456","10288","0","0","51154","7165","195","0","Subsoap","25","68"
"420300","0","384","Willpowaproject","0","402","The Admin","5","2623","1622","0","0","2354","1881","0","499","Willpowaproject","","0"
"508410","0","93","Ponywolf","0","153","SKIPCHASER","3","1577","1543","0","0","1571","2175","18","499","Ponywolf, LLC","59","70"
"493410","0","27","Mister Anderson","0","43","Steampuff: Phinnegan's Factory","5","1970","1724","0","0","1970","1724","19","999","Steelehouse","44","76"
"531110","0","100","Mitorah Games","0","100","Battles of Norghan","3","8132","2857","0","0","788","1090","13","999","Mitorah Games","49","80"
"712390","31","141","Shadow Blade Productions","32","57","Team Four Star RPG","8","20724","4561","1049","1026","11018","3325","35","0","Shadow Blade Productions","49","81"
"346160","0","58","Mayhem Games USA","0","71","Barter Empire","12","6821","2616","0","0","2363","1888","12","499","Mayhem Games USA","9","45"
"354950","0","169","roseVeRte","0","171","East Tower - Akio","15","11805","3442","0","0","6821","2616","43","499","roseVeRte","35","76"
"453350","0","82","Games For Tutti","0","82","Vaccine War","7","2099","1451","0","0","785","1538","20","799","Games For Tutti","35","62"
"687980","0","55","Samu","0","11","Mothlight","8","24134","4922","0","0","13116","3628","160","0","Samu","92","95"
"358180","0","29","3D Realms (Apogee Software)","0","21","Bio Menace","5","50367","7110","0","0","4197","2052","36","0","3D Realms (Apogee Software)","64","95"
"716710","310","312","黄昏フロンティア","127","136"," Antinomy of Common Flowers.","86","19150","4384","16002","4008","17051","4137","850","2499","SUNFISH Co., Ltd.","74","91"
"481420","0","12","Phaser Lock Interactive","0","5","Final Approach: Pilot Edition","16","22823","4786","0","0","8394","2902","20","1499","Phaser Lock Interactive","12","55"
"648630","0","73","Arc System Works","0","73","Damascus Gear Operation Tokyo HD","11","787","888","0","0","787","888","8","1499","Arc System Works","5","42"
"370310","0","52","DreamsSoftGames","0","8","Tompi Jones","45","72140","8509","0","0","5509","2351","23","399","DreamsSoftGames","2","50"
"32500","257","344","Aspyr Studios","132","210","STAR WARS: The Force Unleashed II","1197","1225595","35033","7345","2715","450941","21267","1675","1999","LucasArts, Lucasfilm, Disney Interactive","14","59"
"351940","189","214","Gaming Corps AB","234","210","The Descendant","149","768358","27751","23347","4841","414215","20383","867","1499","Microids Indie, Microids","59","85"
"626640","0","608","FIVE-BN GAMES","0","621","Lost Lands: The Wanderer","0","1312","1147","0","0","1312","1147","0","699","FIVE-BN GAMES","","0"
"564310","385","425","Croteam","29","22","Serious Sam Fusion 2017 (beta)","87","2736339","52267","13903","3735","210387","14530","1112","1499","Devolver Digital, Croteam","82","93"
"12830","176","332","Codemasters Studios","258","77","Operation Flashpoint: Dragon Rising","522","745797","27342","1574","1257","337091","18389","904","999","Codemasters","19","63"
"644380","0","0","Salty Goal Productions","0","0","Hegis' Grasp","0","1049","1026","0","0","0","0","0","799","Global Hive","","0"
"285500","219","454","Targem Games","193","200","Hard Truck Apocalypse / Ex Machina","233","59286","7714","1836","1357","44596","6690","780","799","Buka Entertainment","39","76"
"438490","309","967","BANDAI NAMCO Studio, SHIFT, QLOC","125","200","GOD EATER 2 Rage Burst","486","202517","14255","5509","2351","131164","11473","2127","4999","BANDAI NAMCO Entertainment","49","81"
"376520","73","203","Blyts","102","225","Kelvin and the Infamous Machine","21","23347","4841","2363","1888","11542","3404","191","1499","Blyts","74","89"
"339190","68","226","Fictiorama Studios","68","197","Dead Synchronicity: Tomorrow Comes Today","71","61385","7849","784","1536","24921","5001","406","1999","Daedalic Entertainment","59","82"
"418110","0","52","ISOTX","0","31","March of War: FaceOff - XL","44","39611","6305","0","0","17314","4169","115","0","ISOTX","31","83"
"689130","0","0","Cronoforge Studios Inc.","0","0","Operation: Polarity Hook","0","791","1550","0","0","0","0","0","799","Cronoforge Studios Inc.","","0"
"361430","0","50","Game Studio Abraham Stolk Inc.","0","50","The Little Crane That Could","14","787","888","0","0","787","888","19","1199","Game Studio Abraham Stolk Inc.","13","65"
"227700","1","748","Red 5 Studios","1","79","Firefall","3489","3028310","54969","785","1538","1398993","37423","5701","0","Red 5 Studios","18","62"
"374050","0","152","Codex Worlds","0","171","Infinium Strike","24","4197","2052","0","0","3935","1987","35","999","1C Company","15","45"
"504000","288","223","Sunward Games","288","199","Endless Fables: The Minotaur's Curse","3","16527","4073","784","1536","10493","3245","55","999","Artifex Mundi","89","92"
"212800","33","139","Vlambeer","17","33","Super Crate Box","674","1147421","33900","5771","2407","622241","24977","5875","0","Vlambeer","70","89"
"280720","20","438","Serious Brothers","20","140","Imagine Earth","36","19675","4444","788","1090","18625","4324","165","1999","Serious Brothers","51","79"
"266310","218","405","The Game Creators","397","49","GameGuru","238","117785","10872","1183","1336","53253","7311","729","1999","The Game Creators","37","73"
"401780","0","42","Verto Studio LLC","0","42","Driveby Gangster","7","2886","1702","0","0","791","1550","4","399","Verto Studio LLC","3","37"
"265470","0","325","Sean Han Tani, Joni Kittaka","0","439","Even the Ocean","13","6034","2461","0","0","2886","1702","85","1499","Analgesic Productions","61","82"
"673780","1247","238","","1","9","Mad Arkanoid","14","30430","5526","3166","3100","4197","2052","22","99","","17","70"
"699590","1","1","Ripknot Systems","1","1","Trivia Vault: Science & History Trivia 2","0","4460","2115","791","1550","1312","1147","0","99","Ripknot Systems","","0"
"377760","0","253","Smarter Games","0","268","Fox & Flock","24","12592","3555","0","0","6558","2565","130","199","Flying Interactive","56","84"
"421870","0","166","Stijn Van Coillie, Tracy Baeckelandt","0","189","Quatros Origins","2","3673","1920","0","0","2361","1539","8","499","God As A Cucumber","46","71"
"665040","5","180","qberty","5","10","Visual Novel Engine","11","10493","3245","788","1090","6558","2565","23","0","The Local Group","24","67"
"318530","63","403","Grynsoft","98","124","Wings of Vi","139","54039","7365","1182","1335","43809","6631","786","1499","Grynsoft","56","86"
"519160","29","34","Tomilano","29","54","Toon Ocean VR","5","1183","1336","788","1091","1183","1336","9","499","Tomilano","21","64"
"374711","0","6","","0","6","Blender: 3.09 Modeling - Mesh - Merging","0","3673","1920","0","0","785","1086","0","","","","0"
"429280","696","548","Wellore","1068","269","Gems of the Aztecs","14","41448","6450","1049","1026","35677","5984","39","499","8Floor","33","75"
"664320","0","215","Daylight Studios","0","291","Holy Potatoes! What the Hell?!","6","4460","2115","0","0","3148","1777","21","799","Daedalic Entertainment","40","66"
"269110","100","416","XGen Studios","100","204","Super Motherload","92","72140","8509","788","1091","46694","6846","294","1499","XGen Studios","39","76"
"619470","0","189","Tiny Pixel","0","224","Boss Defiance","0","2623","1622","0","0","2099","1451","0","499","Tiny Pixel","","0"
"575110","0","31","Parovoz Animation Studio","0","52","Magic Lantern","2","4722","2177","0","0","2361","1539","20","499","Interactive Moolt","74","92"
"577730","0","490","MTR","0","384","Idle Evolution","16","6821","2616","0","0","6296","2514","62","499","NewProject","44","77"
"294670","26","242","Humongous Entertainment","26","83","Putt-Putt Travels Through Time","9","36726","6071","785","1538","17838","4231","112","699","Humongous Entertainment, Nightdive Studios","82","92"
"48800","126","1209","VStep","167","226","Ship Simulator Extremes","672","191237","13853","2361","1539","136935","11723","587","1999","Paradox Interactive","7","45"
"447860","182","161","Naps Team","182","179","Maria the Witch","18","10493","3245","791","1550","6558","2565","33","499","Naps Team","21","56"
"577990","0","73","Unique Development Studios AB","0","80","Ignition","4","1576","1542","0","0","1182","1335","32","999","Interplay Entertainment Corp.","67","88"
"513860","0","141","Catch A Cat","0","147","Elena","5","1312","1147","0","0","1312","1147","21","899","LabOne48","46","80"
"502910","233","214","AL-GAME","264","210","The Return Home","40","327123","18115","2361","1539","300890","17374","20","99","Displacement Studios","2","60"
"383080","503","781","Winged Cloud","12","49","Sakura Clicker","2089","1408437","37549","18363","4293","1041441","32300","11482","0","Winged Cloud","56","84"
"338050","280","269","BSK Games","332","264","Anoxemia","116","144543","12044","1177","1330","98898","9963","232","399","BSK Games","23","65"
"271900","149","809","Matthew Brown","181","418","Hexcells Plus","68","183629","13574","3410","1850","86043","9293","1127","299","Matthew Brown","89","94"
"449210","184","198","Retro Army Limited","184","225","Verdict Guilty -  ","49","31742","5644","788","1090","23347","4841","219","299","Retro Army Limited","49","83"
"546460","2","6","Atapki","2","6","Baezult 2","0","1182","1335","784","1536","784","1536","4","499","Atapki","100","100"
"552630","0","57","NinjaDuck Games","0","75","Keep Watching VR","1","1574","1257","0","0","1049","1026","7","299","NinjaDuck Games","64","100"
"29900","1","205","Digital Extremes","1","80","Dark Sector","87","76075","8738","784","1536","33578","5805","290","999","ND Games","39","80"
"314250","60","124","Sinclair Strange","91","79","Jet Gunner","136","133262","11564","2356","2664","88667","9433","452","99","Sinclair Strange","39","80"
"459910","4","12","Abstract Tree Studio","4","17","30 IMPOSSIBLE LEVELS","96","52203","7238","784","1536","7345","2715","81","399","Abstract Tree Studio","6","66"
"660880","1104","716","u&i","23","3","b","266","162643","12776","3410","1850","121982","11064","2173","0","u&i","70","89"
"587420","59","58","HFM Games","81","42","Cart Racer","87","10493","3245","1570","1536","7345","2715","215","99","HFM Games","30","70"
"618950","79","526","Mango Protocol","125","848","Agatha Knife","1","2623","1622","1183","1336","2361","1539","68","1199","Mango Protocol","99","98"
"510130","1","112","Himi Games","1","7","Power Link VR","1","7345","2715","788","1091","3935","1987","13","0","Newsight games","82","92"
"398160","0","261","Secret Tunnel Entertainment","0","245","Shapes of Gray","2","6296","2514","0","0","4722","2177","41","699","Secret Tunnel Entertainment","92","94"
"567270","101","106","DRUNKEN APES","101","148","HORROR OF THE DEEP","16","4460","2115","791","1550","2361","1539","48","799","DRUNKEN APES","37","74"
"641860","25","95","Vashta Entertainment","25","136","Trenches of War","3","3673","1920","785","1086","2623","1622","16","0","Vashta Entertainment","56","84"
"568220","498","1097","Project Moon","219","261","Lobotomy Corporation | Monster Management Simulation","150","44596","6690","14690","3840","40923","6409","1006","1999","Project Moon","64","86"
"545150","228","215","Fazan","228","210","Beastiarium","35","105718","10300","788","1091","96799","9856","48","749","Fazan","13","57"
"451200","0","28","Pixel Maverick Games","0","37","Candlelight","5","5509","2351","0","0","1568","2172","14","999","Pixel Maverick Games","33","100"
"709610","0","0","Boogygames Studios","0","0","Mahjong Match","0","791","1550","0","0","0","0","0","299","Boogygames Studios","","0"
"650090","0","13","Velocious Technologies","0","4","VeeR VR","3","4197","2052","0","0","2365","1890","59","0","Velocious Technologies","92","95"
"360760","3","40","Galaxy Gate","3","3","Run and Fire","292","754716","27504","791","1550","382736","19594","331","0","NIKITA ONLINE","11","46"
"597240","0","10","GCRH, Daynar","0","10","johnsgame","0","4722","2177","0","0","785","1538","0","199","GCRH","","0"
"384360","6","101","Edmund McMillen, James Id","6","33","Fingered","173","59024","7697","784","1536","50367","7110","548","187","Edmund McMillen, James Id","39","75"
"380","157","355","Valve","69","203","Half-Life 2: Episode One","397","7250472","84690","32791","5737","2672856","51661","6186","799","Valve","86","93"
"314540","48","61","Mobot Studios, Inc","48","39","Paper Monsters Recut","7","24396","4948","784","1536","2886","1702","25","799","Crescent Moon Games, LLC","42","62"
"692010","0","54","Bad spider","0","54","MeiMeiDance","0","791","1550","0","0","791","1550","0","599","Bad spider","","0"
"543300","0","0","Immersion","0","0","Horizon Of History","0","788","1090","0","0","0","0","2","499","Immersion","100","100"
"579150","0","227","Mihai Morosanu","0","217","Riot of the numbers","9","67156","8210","0","0","65320","8097","10","99","Mihai Morosanu","10","50"
"8220","0","101","Telltale Games","0","96","Sam & Max 103: The Mole, the Mob and the Meatball","6","285675","16930","0","0","41972","6491","39","0","Telltale Games","61","91"
"568480","0","10",";), Quickdraw Studios","0","10","Space Slam","1","2099","1451","0","0","785","1086","3","1199","Quickdraw Studios","37","66"
"697820","0","0","Hohng LLC","0","0","Halloweenistry 2","0","791","1550","0","0","0","0","0","199","Hohng LLC","","0"
"415420","27","185","isTom Games Kft.","53","141","Nyan Cat: Lost In Space","93","66369","8162","1577","1543","51679","7202","1287","299","isTom Games Kft.","86","93"
"543740","0","0","OddGames","0","0","Medieval Story","0","791","1550","0","0","0","0","0","1299","OddGames","","0"
"652410","0","0","Brian Lancaster, Laughing Coyote Software","0","0","Brigand: Oaxaca","0","791","1550","0","0","0","0","20","599","Brian Lancaster","100","100"
"238590","0","197","","0","28","Loadout Campaign Beta","0","565316","23809","0","0","252097","15904","0","0","","","0"
"19980","56","260","Ubisoft Montreal","64","72","Prince of Persia","214","270722","16481","1962","1717","128541","11358","775","999","Ubisoft","42","78"
"672020","26","257","Lord of the Stack","26","268","Hold My Beer","4","1574","1257","785","1538","1049","1026","26","199","Lord of the Stack","61","85"
"370440","0","165","Oldmoustache Gameworks","0","216","No70: Eye of Basir","67","2361","1539","0","0","2099","1451","117","599","Artcom FZC","19","60"
"273850","0","17","United Independent Entertainment GmbH","0","20","Ski-World Simulator","36","12329","3518","0","0","2623","1622","9","999","United Independent Entertainment GmbH","0","22"
"579080","0","14","Kenziko Ltd.","0","10","Snow Games VR","0","5509","2351","0","0","2886","1702","2","0","Kenziko Ltd.","100","100"
"773650","0","0","Apillo","0","0","The first thrust of God","0","2363","1888","0","0","0","0","0","699","Apillo","","0"
"286120","267","257","Cuve Games","267","228","QuestRun","338","219306","14834","788","1091","133525","11576","406","499","Digerati Distribution","11","38"
"32150","195","2384","TrueThought","357","378","Everyday Genius: SquareLogic","3","21773","4675","1568","2172","19937","4473","290","499","TrueThought","99","98"
"305920","0","62","ShaunJS","0","37","Another Perspective","33","50892","7147","0","0","12329","3518","236","599","ShaunJS, Digerati Distribution","64","91"
"434050","82","384","Nerve Software, Gearbox Software, LLC","40","209","Duke Nukem 3D: 20th Anniversary World Tour","108","39611","6305","4984","2236","32004","5668","469","1999","Gearbox Publishing","49","81"
"463460","0","312","Liz-Arts","0","450","Resette's Prescription ~Book of memory, Swaying scale~","7","1574","1257","0","0","1577","1543","20","1299","Sekai Project","35","70"
"477160","208","334","No Brakes Games","133","249","Human: Fall Flat","1002","1680208","41000","747896","27380","1507334","38841","10141","1499","Curve Digital","78","90"
"10540","1169","9647","","1012","2101","Football Manager 2009","0","881158","29715","3148","1777","780162","27964","0","0","","","0"
"661900","0","0","Lord","0","0","Planetbound","0","791","1550","0","0","0","0","0","199","Lord","","0"
"603190","192","130","Freedomize Studio","192","106","Tank Destroyer","45","22298","4731","784","1536","14166","3771","160","299","Freedomize Studio","42","77"
"656570","0","88","Rainbow Rhino, CINEMAX, s.r.o.","0","141","In the Raven Shadow  Ve stnu havrana","2","4460","2115","0","0","1574","1257","27","399","CINEMAX, s.r.o.","86","96"
"206440","118","190","Freebird Games","85","176","To the Moon","1165","1365153","36969","13903","3735","876436","29636","37728","999","Freebird Games","97","96"
"522010","180","195","Gamecosm","216","220","Lost Crew","3","7345","2715","3548","2314","6558","2565","28","199","Gamecosm","74","95"
"63660","21","174","Cyan Worlds","21","46","Myst: Masterpiece Edition","72","108866","10453","785","1086","67156","8210","116","599","Cyan Worlds","17","59"
"397430","101","639","TERC","115","192","Zoombinis","20","44858","6710","2361","1539","40136","6347","373","999","Viva Media","89","95"
"539650","1","784","SG Data","1","10","TwelveSky 2 Classic","45","30955","5574","785","1538","17576","4200","74","0","RedFox Games","18","62"
"402020","81","122","Funcom","102","92","The Park","643","92339","9627","1574","1257","53515","7329","1489","1299","Funcom","27","69"
"595430","0","541","Hampus Bankler","0","790","Sky Knights","4","2099","1451","0","0","1574","1257","134","999","Hampus Bankler","97","96"
"297100","0","105","Silesia Games Sp. z o.o.","0","93","Beyond Space Remastered Edition","105","27807","5283","0","0","19937","4473","55","499","Plug In Digital","3","40"
"237740","101","352","FreakZone Games","147","115","Angry Video Game Nerd Adventures","283","144805","12055","2354","1881","123819","11147","2311","499","Rooster Teeth Games","70","90"
"635200","69","192","Cheerdealers","65","108","Distrust","124","100471","10042","2886","1702","36464","6050","545","1199","Alawar Premium","49","79"
"555610","0","45","Minor Key Games","0","29","Gunmetal Arcadia Zero","13","73714","8601","0","0","5771","2407","64","599","Minor Key Games","53","77"
"307090","152","218","tequibo","154","161","Fancy Skulls","61","47219","6884","1576","1542","22823","4786","199","899","tequibo","39","75"
"579820","8","83","Crytek","8","116","Robinson: The Journey","39","3935","1987","784","1536","3148","1777","39","3999","Crytek","9","50"
"547310","0","171","TotallyNotReptillian","0","157","That's Mahjong!","24","14166","3771","0","0","6821","2616","40","199","TotallyNotReptillian","18","66"
"731880","150","2170","Wurrad","238","2629","Remaya Idle","9","2623","1622","1182","1335","2361","1539","37","299","Wurrad","46","80"
"549880","2","93","Babeltime","2","21","RoboSports VR","5","13641","3700","784","1536","2886","1702","6","0","Babeltime","11","54"
"466210","1","42","AngryAngelGames","1","63","Race & Destroy","9","3939","2438","784","1536","1970","1724","3","199","AngryAngelGames","1","25"
"317950","0","95","Tavern Games","0","165","KEL Reaper of Entropy","21","5509","2351","0","0","1836","1357","23","199","Stained Glass Llama","10","60"
"543240","0","89","KADOKAWA GAMES, LTD","0","116","Letter - Root Letter -","22","4197","2052","0","0","3153","2182","121","1999","KADOKAWA GAMES, LTD","56","84"
"594360","0","21","PeanutButter VR","0","21","Sort 'Em","2","1583","2192","0","0","791","1550","9","299","PeanutButter VR","49","80"
"322330","412","1639","Klei Entertainment","149","520","Don't Starve Together","2765","7238930","84623","476387","21858","5935424","76729","80338","1499","Klei Entertainment","95","96"
"335690","0","165","roseVeRte","0","143","dUpLicity ~Beyond the Lies~","30","15215","3908","0","0","8919","2992","21","999","roseVeRte","5","58"
"486170","0","220","Absolutist Ltd.","0","227","Bathory - The Bloody Countess","12","3410","1850","0","0","3148","1777","42","599","Absolutist Ltd.","40","30"
"583890","0","101","Psilocybe Games","0","171","Balthazar's Dream","0","2361","1539","0","0","1574","1257","0","499","Psilocybe Games","","0"
"408330","0","26","Whitebox Interactive","0","14","Warhammer 40,000: Dark Nexus Arena","298","102045","10120","0","0","41972","6491","195","0","Whitebox Interactive","","0"
"470040","0","102","SkyRiver Studios","0","44","Spellgear","25","9706","3121","0","0","5509","2351","47","0","SkyRiver Studios","22","65"
"661000","1","6","Cubamano","2","2","Flow:The Sliding","35","35414","5962","1571","2175","6296","2514","106","99","EasyGames","37","77"
"636570","885","1087","KOEI TECMO GAMES CO., LTD.","885","937","Nights of Azure 2: Bride of the New Moon /  ","26","4460","2115","791","1550","2623","1622","118","5999","KOEI TECMO GAMES CO., LTD.","49","80"
"305740","36","110","ILIKESCIFI Games","36","50","Pitiri 1977","39","49055","7017","784","1536","14953","3874","51","399","ILIKESCIFI Games","13","66"
"392580","69","137","Cyril Megem","59","63","WARSHIFT","123","39087","6263","3141","3076","32266","5691","425","1299","Nominia Ltd","40","76"
"511230","0","3","Mateusz Kuliś","0","3","The Last","2","791","1550","0","0","791","1550","2","799","Mateusz Kuliś","9","33"
"583760","158","168","Just1337 Studio","169","178","Slash It 2","40","96537","9843","4984","2236","68730","8305","614","99","Just1337 Publisher","86","93"
"403940","0","506","Red Winter Software","0","359","Dungelot: Shattered Lands","64","34627","5895","0","0","26495","5157","306","999","tinyBuild","51","69"
"768840","2","9","Bacq Stellan","3","9","FIRST STEAM GAME VHS - COLOR RETRO RACER : MILES CHALLENGE","10","4722","2177","1576","1542","3148","1777","17","0","OtakuMaker SARL","18","62"
"254960","313","663","Nival","457","166","Silent Storm Gold Edition","48","124081","11159","1574","1257","60860","7816","511","999","THQ Nordic","78","91"
"284390","117","213","The Game Kitchen","117","187","The Last Door - Collector's Edition","55","95225","9776","787","888","56925","7559","1059","999","Phoenix Online Publishing","92","96"
"615080","0","119","Hammer Games","0","119","Runaway Train","0","1836","1357","0","0","787","888","0","299","Hammer Games","","0"
"570060","0","5","KLNK Inc.","0","5","TacoFace","1","4460","2115","0","0","785","1538","2","99","KLNK Inc.","23","66"
"11280","85","211","Frogames","95","91","Penguins Arena: Sedna's World","120","154511","12452","1962","1717","77911","8843","846","599","Frogames","64","89"
