"appid","average_2weeks","average_forever","developer","median_2weeks","median_forever","name","negative","owners","owners_variance","players_2weeks","players_2weeks_variance","players_forever","players_forever_variance","positive","price","publisher","score_rank","userscore"
"363520","4","423","Whalebox Studio","4","223","Goliath","69","18888","4354","785","1538","11805","3442","167","1199","Octopus Tree","28","62"
"756220","19","80","Ward Mahadin, Aaram Mahadin, Nehaia Halabeieh","19","80","Whirlpool","0","1312","1147","785","1538","785","1538","0","0","Ward Mahadin","","0"
"44340","43","303","Codemasters Action Studio","45","64","Operation Flashpoint: Red River","612","640079","25332","1836","1357","212748","14611","609","999","Codemasters","8","53"
"369120","0","1","Jeroen van Oosten, Milan Kazarka","0","1","Invisible Apartment Zero","8","3410","1850","0","0","791","1550","9","599","Vysoko Anime Production","10","50"
"428220","13","242","Brainy Studio LLC","13","206","TurnOn","41","15740","3975","791","1550","9706","3121","238","1499","Brainy Studio LLC","59","78"
"568200","0","153","Bruno Freitas","0","193","Duo","0","3673","1920","0","0","1836","1357","19","199","Bruno Freitas","100","100"
"716430","0","3","Lithodomos VR","0","4","The Arena of Gladiators","0","2623","1622","0","0","1576","1542","0","0","Lithodomos VR","","0"
"283880","309","432","Crystal Shard","583","23","Heroine's Quest: The Herald of Ragnarok","101","611486","24761","2354","1881","84732","9222","748","0","Crystal Shard","67","88"
"416680","68","335","NoClip","70","183","Zombie Night Terror","46","54039","7365","2365","1890","44858","6710","802","1299","Good Shepherd Entertainment","89","94"
"562570","465","120","Stately Snail","465","129","Access Denied","15","8919","2992","791","1550","6558","2565","93","299","Stately Snail","61","80"
"606190","0","188","N94Games","0","188","Nighthaw-X3000","0","1049","1026","0","0","788","1090","0","499","AAG Studio","","0"
"248570","107","277","Nabi Studios","23","41","Toribash","1431","2902393","53821","26233","5131","2156333","46425","10635","0","Nicalis, Inc.","67","88"
"287390","303","591","4A Games","89","394","Metro: Last Light Redux","957","2055861","45336","42759","6551","1140863","33803","15348","1999","Deep Silver","89","93"
"628960","0","25","Ideographer","0","25","Journey to Alien Worlds","0","1183","1336","0","0","785","1538","0","399","Ideographer","","0"
"438020","244","245","Sekerin Productions","268","245","AI: Rampage","159","202779","14264","9968","3163","111227","10565","56","49","New Reality Games","1","21"
"19910","0","0","","0","0","Tom Clancy's Rainbow Six 2: Rogue Spear - Urban Operations","0","1312","1147","0","0","0","0","0","0","","","0"
"90800","0","48","","0","31","Crasher","0","7870","2810","0","0","7345","2715","0","0","","","0"
"471920","0","121","Spelkraft","0","161","Pan-Pan","4","2886","1702","0","0","2361","1539","76","1299","Might and Delight","92","92"
"511680","366","1106","Marvelous Inc.","215","557","Fate/EXTELLA","119","53515","7329","9706","3121","50367","7110","1980","4999","XSEED Games, Marvelous USA, Inc.","89","94"
"693210","0","0","Michael Schade","0","0","Grimtale Island","7","791","1550","0","0","0","0","15","199","Michael Schade","25","64"
"12130","27","144","Rockstar North","29","29","Manhunt","244","113326","10665","1312","1147","57450","7593","580","999","Rockstar Games","28","69"
"207230","43","250","CodeBrush Games","24","40","ArcheBlade","1990","2197518","46865","5771","2407","993172","31544","5572","0","Codebrush Games","33","73"
"213650","89","120","Power of 2","95","45","Dwarfs - F2P","225","638243","25296","1574","1257","231635","15245","1323","0","Tripwire Interactive","59","85"
"355980","110","705","Valsar","47","329","Dungeon Warfare","17","40136","6347","2757","2040","32266","5691","668","999","Valsar","97","97"
"263120","0","49","ovos","0","28","Ludwig","26","35414","5962","0","0","4197","2052","27","999","ovos","9","75"
"543780","0","212","Daniil Hasanov","0","211","Other Tanks","24","130639","11450","0","0","120671","11005","16","49","AYE Technology","4","41"
"527760","146","218","Anatoliy Loginovskikh","251","210","Just Hero","99","214322","14665","1183","1336","198057","14097","109","99","Sometimes You","10","64"
"516750","244","1465","Amistech Games","83","561","My Summer Car","952","287511","16984","35414","5962","282002","16820","8957","1499","Amistech Games","74","90"
"767690","16","32","Cloudhead Games ltd.","23","17","Heart of the Emberstone: Coliseum","4","17838","4231","1836","1357","6034","2461","16","0","Cloudhead Games ltd.","46","80"
"264580","0","155","Icarus Games","0","216","Lost Civilization","41","39611","6305","0","0","2886","1702","47","499","Phoenix Online Publishing","11","52"
"251290","1070","3995","Nihon Falcom","1522","3020","The Legend of Heroes: Trails in the Sky SC","22","49318","7036","2361","1539","29381","5430","903","2999","XSEED Games, Marvelous USA, Inc.","97","97"
"691730","5","9","DreamEscape","5","3","FPV Drone Simulator","27","45120","6730","787","888","33316","5783","66","0","DreamEscape","28","70"
"24010","392","4265","Dovetail Games","83","473","Train Simulator","4190","1077379","32851","61385","7849","939395","30680","7427","1999","Dovetail Games - Trains","19","63"
"387780","0","30","Individual Software","0","30","Professor Teaches Access 2013 & 365","0","791","1550","0","0","791","1550","1","1499","Individual Software","100","100"
"506570","0","6","Conrad Nelson, Jacob Macdonald","0","6","Going Up","1","1583","2192","0","0","791","1550","2","499","Conrad Nelson","23","100"
"208710","0","125","Finn Morgan","0","179","Colour Bind","10","8657","2947","0","0","4197","2052","24","999","Puppy Punch Productions","28","70"
"722760","0","15","Sapphire Dragon Productions","0","15","Captain Firebeard and the Bay of Crows","0","2099","1451","0","0","785","1538","0","599","Sapphire Dragon Productions","","0"
"504750","303","228","Large Visible Machine","303","272","Lew Pulsipher's Doomstar","0","6034","2461","791","1550","3148","1777","11","999","Large Visible Machine","100","100"
"576720","0","12","Hermann Fischer","0","12","Light And Dance VR","2","2623","1622","0","0","785","1538","6","999","Hermann Fischer","37","85"
"444220","237","257","Just1337 Studio","252","234","Asteroid Bounty Hunter","160","187827","13729","3531","2304","119097","10933","339","299","Just1337 Publisher","24","62"
"717640","387","259","Nerial, Synaptic Insight Technology Systems","67","131","Reigns: Her Majesty","25","31479","5621","5771","2407","25446","5054","196","299","Devolver Digital","67","88"
"658400","0","4527","Sports Mogul, Inc.","0","4527","Baseball Mogul 2017","0","1182","1335","0","0","784","1536","0","2999","Sports Mogul, Inc.","","0"
"414740","132","601","Lion game Lion","83","186","RAID: World War II","494","26495","5157","3410","1850","20986","4589","681","3999","Starbreeze Publishing AB","13","58"
"278850","0","10","Dreamatrix","0","10","Spaceforce Homeworld","4","1182","1335","0","0","791","1550","2","499","Dreamatrix","2","25"
"589250","0","121","Pseudocode Games","0","167","PowersVR","3","2099","1451","0","0","2099","1451","23","999","Pseudocode Games","67","86"
"471770","0","9","Arcen Games, LLC","0","10","In Case of Emergency, Release Raptor","17","27807","5283","0","0","4460","2115","33","0","Arcen Games, LLC","23","66"
"388820","0","6","David M.","0","6","Raiseland","4","1583","2192","0","0","791","1550","15","3999","David M.","42","77"
"282370","0","17","Unknown Worlds Entertainment","0","17","Future Perfect","0","791","1550","0","0","791","1550","0","0","Unknown Worlds Entertainment ","","0"
"767130","5","5","ErosVR","5","5","Virtual Reality Girls 2","0","788","1090","784","1536","784","1536","0","1199","ErosVR","","0"
"535000","0","237","SIXNAILS","0","277","EXIT","0","2361","1539","0","0","1836","1357","21","499","SIXNAILS","100","100"
"604170","41","446","onomatope*, MiKandi Japan","41","574","Libra of the Vampire Princess","5","3673","1920","791","1550","2099","1451","24","3999","onomatope*, MiKandi Japan","51","86"
"638690","193","135","SharkJaws, Blue Whale Games","213","182","Pixel Russia Streets","12","3673","1920","1182","1335","2361","1539","6","69","Blue Whale Games","2","25"
"245300","760","233","Junction Point","760","175","Disney Epic Mickey 2:  The Power of Two","51","15477","3941","784","1536","11280","3365","76","1999","Disney Interactive","15","63"
"35300","6","863","GFI Russia","6","29","Warfare","20","43284","6591","791","1550","9706","3121","66","1299","Game Factory Interactive","39","72"
"80000","0","317","BlueGiant Interactive","0","84","APOX","104","34627","5895","0","0","23085","4813","44","1499","BlueGiant Interactive","1","24"
"13660","0","0","","0","0","Tom Clancy's Rainbow Six 2: Rogue Spear","0","1312","1147","0","0","0","0","0","0","","","0"
"491720","0","143","Khud0","0","162","Nary","4","8657","2947","0","0","7608","2763","22","199","Khud0","56","85"
"444140","147","560","Nitroplus","147","168","Sonicomi","28","19937","4473","788","1090","16002","4008","338","3499","JAST USA","82","91"
"370600","0","64","Scarab Entertainment","0","120","Hello Kitty and Sanrio Friends Racing","28","1836","1357","0","0","1571","2175","25","1999","Scarab Entertainment","7","50"
"417540","0","2212","Auslogics Software","0","2212","Gamefuel Driver Control","5","788","1090","0","0","788","1090","7","2999","Console Classics","14","58"
"425040","0","217","ComixPlay","0","210","ComixPlay #1: The Endless Incident","0","4722","2177","0","0","3410","1850","16","699","Mongoose Net Ltd.","100","100"
"350530","435","378","Visual Imagination Software GbR","677","212","Airport Firefighters - The Simulation","81","19675","4444","1568","2172","11542","3404","54","1499","rondomedia GmbH ","4","35"
"48220","492","3212","Blackhole","267","1042","Might & Magic: Heroes VI","2531","681002","26129","9444","3079","595221","24430","2429","1999","Ubisoft","8","47"
"425600","0","182","Infamous Quests","0","226","The Order of the Thorne - The King's Challenge","7","5771","2407","0","0","3673","1920","67","999","Infamous Quests","74","86"
"502320","0","354","BBG Entertainment GmbH","0","77","Boulder Dash - 30th Anniversary","8","3935","1987","0","0","3410","1850","37","1499","BBG Entertainment GmbH","51","78"
"737730","0","0","BeagleGames","0","0","TrES-2b","0","788","1090","0","0","0","0","0","99","BeagleGames","","0"
"262750","0","139","Nine Dots Studio","0","68","GoD Factory: Wingmen","90","40923","6409","0","0","21249","4618","213","1999","Nine Dots Studio","28","65"
"715980","0","4","Vyacheslav Shilikhin","0","4","Eared Hero","18","4722","2177","0","0","784","1536","15","199","Vyacheslav Shilikhin","6","46"
"716630","356","406","Bugbyte Ltd.","356","174","Battlevoid: Sector Siege","30","4722","2177","785","1086","3673","1920","41","999","Bugbyte Ltd.","13","58"
"451350","35","233","Rainbow Games","35","211","Tropical Fish Shop 2","3","134836","11633","785","1538","129065","11381","4","399","Rainbow Games","13","33"
"381320","42","20","Philip Bak","71","16","Bezier","11","55613","7471","1571","2175","4984","2236","45","999","Niine Games","46","90"
"442070","107","238","Jackbox Games, Inc.","70","123","Drawful 2","26","130114","11427","7870","2810","92864","9654","190","999","Jackbox Games, Inc.","64","85"
"356520","31","43","Underdog Games","31","25","Port of Call","93","131951","11507","788","1090","45120","6730","873","0","Underdog Games","74","90"
"460990","0","8","Holospark","0","9","The Impossible Travel Agency","11","4197","2052","0","0","1970","1724","22","499","Holospark","23","70"
"214270","0","335","","0","163","Mensa Academy","0","5509","2351","0","0","4197","2052","0","0","","","0"
"202130","114","514","Cyanide Montreal","163","199","Impire","196","126704","11276","1568","2172","73714","8601","160","1999","Paradox Interactive","6","44"
"2270","7","159","id Software","7","17","Wolfenstein 3D","80","366734","19180","3148","1777","184154","13594","1483","499","id Software","89","94"
"366860","0","25","Digital Soul Games","0","37","Spy Bugs","9","8132","2857","0","0","1570","1536","24","999","TheGameWall Studios","31","60"
"67000","24","44","Dmytry Lavrov","24","16","The Polynomial - Space of the music","98","146116","12109","791","1550","119359","10945","324","699","Dmytry Lavrov","39","77"
"368690","0","7","Zed-ex","0","7","Chronoclysm","4","4460","2115","0","0","791","1550","9","499","Zed-ex","27","57"
"39360","0","9","Freeze Tag Inc., Joju Games, Linksolutions Ltd., Dekovir Entertainment","0","9","Freeze Tag Fun Pack #1","0","788","1090","0","0","784","1536","0","1999","Freeze Tag Inc.","","0"
"374728","0","0","","0","0","Blender: 5.6 UVs - Final Layout","0","3673","1920","0","0","0","0","0","","","","0"
"496910","0","10","0o0","0","18","DrumKit VR - Play drum kit in the world of VR","7","1312","1147","0","0","1049","1026","6","499","0o0","7","46"
"17100","157","940","Tilted Mill Entertainment, Inc.","231","188","Children of the Nile: Enhanced Edition","28","54826","7418","1570","1536","39874","6326","154","799","Tilted Mill Entertainment, Inc.","56","84"
"233980","133","753","@unepic_fran","146","258","UnEpic","374","468779","21683","5247","2295","369620","19255","5362","1299","@unepic_fran","86","93"
"731930","0","0","Light","0","0","Talk to Aya","0","791","1550","0","0","0","0","0","199","Nekomura Games","","0"
"559210","96","292","Laura Shigihara","89","229","Rakuen","15","25183","5028","2099","1451","13903","3735","790","999","Laura Shigihara","99","98"
"692060","0","8","oneIMMERS","0","4","Casinopia: The Blackjack","8","9181","3035","0","0","3673","1920","6","0","YJM GAMES","5","42"
"3340","0","91","PopCap Games, Inc.","0","15","AstroPop Deluxe","5","28331","5332","0","0","13641","3700","28","499","PopCap Games, Inc.","56","82"
"447310","0","180","isTom Games Kft.","0","213","Paper Train Traffic","17","11805","3442","0","0","8919","2992","56","199","isTom Games Kft.","39","77"
"3530","0","2393","SpinTop Games","0","382","Amazing Adventures Around the World","7","24659","4975","0","0","12329","3518","21","499","PopCap Games, Inc.","37","74"
"386090","0","13","Tchagata Games","0","16","Nandeyanen!? - The 1st Stra","5","10493","3245","0","0","1574","1257","18","199","Tchagata Games","42","83"
"337760","0","315","VR Designs","0","355","Decisive Campaigns: The Blitzkrieg from Warsaw to Paris","5","3410","1850","0","0","2886","1702","30","3999","Slitherine Ltd.","59","81"
"487220","137","269","Free Games Info, hyperboreanGames","223","240","Freebie","285","513113","22684","1962","1717","418150","20480","894","49","Back To Basics Gaming","37","77"
"467400","0","144","Joe Chisholm","0","145","Go For Launch: Mercury","4","1183","1336","0","0","1183","1336","15","1699","Joe Chisholm","42","75"
"402710","278","715","Fenix Fire Entertainment","88","387","Osiris: New Dawn","2259","328172","18144","14428","3805","310071","17637","5549","2499","Reverb Triple XP","30","71"
"342300","231","258","Still Running","231","172","Zombie Kill of the Week - Reborn","50","56663","7541","787","888","36726","6071","659","699","Merge Games, Tagstar Games","82","94"
"598240","0","45","CREATIV GAME DEVELOPER LLC.","0","66","Stupid Raft Battle Simulator","8","2365","1890","0","0","1971","1725","15","599","CREATIV GAME DEVELOPER LLC.","22","63"
"562760","217","224","Nuked Games","219","211","KORABLIK","17","300103","17352","1312","1147","289347","17038","38","99","Wuofast Company","27","62"
"2390","0","110","Raven Software","0","10","Heretic: Shadow of the Serpent Riders","19","209075","14484","0","0","59286","7714","339","499","id Software","89","94"
"545280","234","216","Primitive Studio","257","210","The face of hope: Underground","65","256032","16028","1177","1330","242915","15612","34","99","Primitive Studio","3","28"
"234350","0","795","MumboJumbo","0","50","Luxor 2 HD","10","46170","6807","0","0","8394","2902","51","999","MumboJumbo","53","80"
"346940","330","1396","Harebrained Schemes","130","609","Shadowrun: Hong Kong - Extended Edition","304","570563","23919","6821","2616","216683","14745","1900","1999","Harebrained Holdings","61","84"
"226320","8","1765","Gazillion Entertainment","9","64","Marvel Heroes Omega","3981","5744450","75499","3935","1987","2646885","51410","10701","0","Gazillion Entertainment","31","72"
"395420","37","224","Alexander Mirdzveli","37","249","The Dwarf Run","23","27282","5233","788","1090","16264","4040","77","899","Alexander Mirdzveli","40","79"
"292480","0","137","Fly System","0","65","Magical Battle Festa","93","53515","7329","0","0","24921","5001","199","999","AGM PLAYISM","25","76"
"458420","0","167","Warfare Studios","0","221","Last Heroes 3","8","6034","2461","0","0","3935","1987","28","199","Aldorlea Games","40","69"
"509780","0","35","Team Grybanser Fox","0","52","Fire Arrow Plus","3","17576","4200","0","0","1049","1026","19","499","Team Grybanser Fox","61","84"
"218170","0","1078","Funcom","0","187","Age of Conan: Unchained - US version","110","209075","14484","0","0","73452","8586","286","0","Funcom","","0"
"250260","78","234","Necrophone Games","97","137","Jazzpunk: Director's Cut","371","299316","17329","3148","1777","196483","14041","3802","1499","Necrophone Games","78","91"
"602120","181","130","Mokomoto","181","176","Molemen Must Die!","1","5509","2351","791","1550","2623","1622","44","299","Mokomoto","97","100"
"570770","145","451","上海烛龙信息科技有限公司","253","86","(GuJian2)","102","44071","6651","2757","2040","21249","4618","378","1599","北京网元圣唐娱乐科技有限公司 ","42","78"
"749520","90","46","MOONSTONE","90","91"," 1  Sakura no Mori  Dreamers part.1","8","1049","1026","785","1086","1177","1330","55","1799","HIKARI FIELD","64","82"
"218410","147","1011","Level Up Labs, LLC","148","505","Defender's Quest: Valley of the Forgotten (DX edition)","83","204353","14320","2623","1622","149527","12250","2513","1499","Level Up Labs","95","96"
"504410","0","105","Up Multimedia","0","180","Escape from Pleasure Planet","1","1574","1257","0","0","1049","1026","13","1499","Up Multimedia","82","90"
"520610","0","422","Shenandoah Studio","0","422","Drive on Moscow","7","2623","1622","0","0","788","1091","26","999","Slitherine Ltd.","42","74"
"589200","15","113","White Door Games","18","52","Dreadhalls","3","9444","3079","2099","1451","7870","2810","84","999","White Door Games","95","96"
"636330","0","187","Tristan Begin, Caleb Klomparens","0","187","The God Paradox","0","2623","1622","0","0","784","1536","0","499","Tristan Begin","","0"
"351690","0","0","My Owl Software","0","0","Apple Jack 1&2","0","1836","1357","0","0","0","0","0","699","My Owl Software","","0"
"201290","95","1201","Ironclad Games, Stardock Entertainment","95","306","Sins of a Solar Empire: Trinity","131","270197","16465","788","1091","172612","13161","400","1999","Stardock Entertainment","37","78"
"346450","0","14","Blaze Epic","0","16","samurai_jazz","27","18101","4262","0","0","4722","2177","57","99","Blaze Epic","24","73"
"96000","232","346","Colibri Games","361","240","The Tiny Bang Story","242","208550","14466","2623","1622","129590","11404","2145","499","Colibri Games","70","89"
"18450","0","186","Fakt Software","0","102","Crazy Machines 1.5","0","44333","6671","0","0","8657","2947","0","999","Viva Media","","0"
"536210","0","7","Jak Wilmot","0","8","Please State Your Name : A VR Animated Film","15","22298","4731","0","0","7083","2666","30","0","StudioDisrupt","23","66"
"491090","1","1131","inVantage Technologies","1","448","Ant Queen","57","7345","2715","1182","1335","7345","2715","83","899","inVantage Technologies","15","54"
"358310","0","28","JAM Productions","0","9","Blake Stone: Planet Strike","4","55613","7471","0","0","4197","2052","8","499","Apogee Software","23","100"
"501760","10","127","Kiddy","10","86","Francisca","72","13379","3664","791","1550","11280","3365","169","99","Kiddy","28","61"
"562270","123","201","Indie Game Group","181","210","Shot Shot Tactic","108","427594","20709","1836","1357","337616","18403","68","399","Indie Game Group","4","50"
"348180","0","134","Tin Man Games","0","135","Starship Traveller","20","15477","3941","0","0","9444","3079","31","499","Tin Man Games","16","55"
"404510","0","704","Mosaic Mask Studios","0","800","Heaven's Hope - Special Edition","10","9968","3163","0","0","6821","2616","52","1999","EuroVideo Medien GmbH","53","80"
"628130","0","155","KOEI TECMO GAMES CO., LTD.","0","265","NOBUNAGAS AMBITION: Soutenroku with Power Up Kit /  with ","5","2099","1451","0","0","1962","1717","13","2999","KOEI TECMO GAMES CO., LTD.","31","72"
"6420","182","543","Mithis Games, THQ Nordic","211","196","Nexus - The Jupiter Incident","70","79485","8932","1177","1330","55876","7489","411","999","THQ Nordic","59","85"
"27200","0","305","49 Games","0","415","Summer Athletics","12","9706","3121","0","0","3148","1777","9","1999","DTP Entertainment","5","60"
"351810","0","0","Maddox Games","0","0","MadSpace: To Hell and Beyond","1","2623","1622","0","0","0","0","4","599","Nightdive Studios","46","100"
"638000","87","183","Huge Calf Studios","116","140","Carried Away","6","12067","3480","2099","1451","10231","3204","109","899","Huge Calf Studios","89","92"
"355280","1118","404","Crazy Goat Games","1118","226","Brave Furries","6","30692","5550","784","1536","25446","5054","35","399","Crazy Goat Games","59","78"
"35070","304","136","Honeyslug","304","55","Flora's Fruit Farm","17","49580","7054","784","1536","14428","3805","50","399","Square Enix","35","71"
"538410","0","92","Kalan Ray","0","92","Chicken Chase","0","791","1550","0","0","791","1550","4","299","VKTRY Creative Studios","100","100"
"346630","1","224","Felix Wunderlich","1","181","Plazma Being","72","134836","11633","785","1538","91290","9572","267","499","Felix Wunderlich","42","76"
"281860","66","107","SITER SKAIN","66","71","RefleX","21","55613","7471","788","1091","22560","4758","148","799","Nyu Media","64","92"
"464850","617","3313","Big Ant Studios","726","2569","Don Bradman Cricket 17","87","5771","2407","1312","1147","5509","2351","123","4999","Big Ant Studios","14","58"
"543180","23","589","Atypical Games","23","337","Infinite Tanks","47","4722","2177","785","1086","4722","2177","69","499","Atypical Games","15","58"
"522950","0","0","Numb Thumb Studios","0","0","Mayhem ZX","0","2099","1451","0","0","0","0","0","199","Numb Thumb Studios","","0"
"617440","0","149","Game Ever Studio","0","157","Juanito Arcade Mayhem","2","2099","1451","0","0","2099","1451","105","999","Game Ever Studio","99","97"
"404540","67","161","Housemarque","59","61","Nex Machina","106","170251","13071","7608","2763","59286","7714","844","1999","Housemarque","67","89"
"293280","0","18252","Wander MMO","0","63","Wander","80","2886","1702","0","0","2623","1622","34","899","Wander MMO","1","32"
"250760","129","842","Yacht Club Games","32","342","Shovel Knight: Treasure Trove","290","483994","22032","18363","4293","447006","21174","8524","2499","Yacht Club Games","95","96"
"669000","17","5","FeatherFan","17","9","Six-ear Macaque","0","1183","1336","785","1538","1183","1336","0","119","FeatherFan","","0"
"320760","0","363","M2 Co.,LTD","0","242","Tokyo School Life","35","27282","5233","0","0","19412","4414","566","1499","Dogenzaka Lab","89","94"
"206250","0","930","System Prisma","0","357","Cladun X2 / X2","22","17051","4137","0","0","13641","3700","64","999","NIS America, Inc.","35","79"
"392930","0","1974","Overcloud9, Phantasm Games","0","216","A Sirius Game","20","13903","3735","0","0","11018","3325","22","49","Aldorlea Games","10","50"
"558100","156","431","Game Science","55","38","Art of War: Red Tides","914","902407","30071","25970","5105","688085","26264","4432","0","Game Science","51","82"
"403200","0","212","Dreamatrix","0","220","Legends of Dawn Reborn","42","23085","4813","0","0","8132","2857","21","2999","Dreamatrix","2","23"
"71250","147","349","SEGA","37","74","Sonic Adventure DX","451","568202","23869","11018","3325","247375","15754","2267","799","SEGA","53","86"
"34900","32","166","Invent4 Entertainment","30","84","Bad Rats: the Rats' Revenge","3000","566365","23831","3148","1777","333156","18282","10258","99","Strategy First","40","75"
"464380","0","302","Hosted Games","0","445","Best of Us","9","1836","1357","0","0","1574","1257","4","399","Hosted Games","2","30"
"300550","357","1006","Harebrained Schemes","206","299","Shadowrun: Dragonfall - Director's Cut","303","791180","28160","9968","3163","425495","20659","3068","1499","Harebrained Holdings","78","90"
"603230","0","0","warka","0","0","The Wendigo","1","788","1090","0","0","0","0","15","499","Warka Development","86","92"
"423700","0","26","Michael Flynn","0","16","Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!","37","23085","4813","0","0","3673","1920","26","699","FlynnFour Games","5","29"
"560740","0","243","Game Cartel","0","238","Shtriga: Summer Camp","9","9181","3035","0","0","4460","2115","25","399","Alawar Entertainment","33","76"
"411830","26","582","Tamsoft","27","303","SENRAN KAGURA SHINOVI VERSUS","140","99947","10015","2099","1451","89978","9503","2746","2999","XSEED Games, Marvelous USA, Inc.","92","95"
"250560","981","429","3 Sprockets","1003","197","Fight The Dragon","235","130639","11450","1177","1330","106767","10351","960","999","3 Sprockets","46","80"
"514650","147","157","Filippo Ceffa","147","170","Orbital X","4","2099","1451","791","1550","1312","1147","35","299","Filippo Ceffa","70","78"
"34420","0","36","Unicorn Games Studio","0","21","XIII Century  Gold Edition","50","79748","8946","0","0","21249","4618","52","499","1C Company","9","45"
"320120","0","150","Mårten Jonsson","0","181","Meadowland","19","6821","2616","0","0","4722","2177","23","399","AGM PLAYISM","11","62"
"568470","0","68","Wisefool Studio","0","87","Waking the Glares - Chapters I and II","0","1183","1336","0","0","1183","1336","0","499","Wisefool Studio","","0"
"743640","0","16","OfficialAndy","0","17","Achievement Clicker","31","2757","2040","0","0","1182","1335","53","74","MGG Studio","19","64"
"606860","0","105","Tonguç Bodur","0","115","Nephise","35","7345","2715","0","0","3148","1777","85","199","Tonguç Bodur","28","68"
"517000","59","162","Winged Cloud","59","146","Sakura Shrine Girls","19","119097","10933","788","1090","19412","4414","87","999","Winged Cloud","51","82"
"474980","0","132","Oh, a Rock! Studios","0","163","Cat President ~A More Purrfect Union~","6","2099","1451","0","0","2099","1451","52","899","Oh, a Rock! Studios","70","89"
"460340","0","246","Battlecruiser Games","0","303","Guards","24","9181","3035","0","0","5509","2351","286","499","Battlecruiser Games","82","87"
"207080","339","288","BlinkWorks Media","357","126","Indie Game: The Movie","118","347584","18673","1049","1026","169464","13041","1476","999","BlinkWorks Media","82","96"
"766530","0","1","TSS Studio","0","1","The Last Vampire","0","2623","1622","0","0","785","1538","0","99","TSS Studio","","0"
"344890","0","101","NeFARiOUS Dimensions iNteractive, nDi","0","56","ARM PLANETARY PROSPECTORS Asteroid Resource Mining","18","7870","2810","0","0","2623","1622","26","649","Nefarious Dimensions Inc.","15","40"
"449180","0","153","Axis Games","0","161","Meld","1","3410","1850","0","0","2886","1702","25","999","Axis Games","95","100"
"273590","0","8","Outrage Entertainment","0","5","Descent 3","11","12067","3480","0","0","6821","2616","26","999","Interplay Inc.","28","69"
"444790","198","225","Daniil Hasanov","275","209","Abandoned Knight","173","204616","14329","1183","1336","171562","13121","97","50","Dagestan Technology","3","25"
"250030","0","144","Geeta Games","0","133","Lilly Looking Through","141","107817","10402","0","0","52466","7257","448","999","","39","79"
"709770","0","97","G. Malta","0","191","Trials of The Illuminati: Animated Christmas Time Jigsaws","0","1574","1257","0","0","1568","2172","0","399","VRS","","0"
"349680","135","179","ASTRO PORT","135","161","Supercharged Robot VULKAISER","8","40923","6409","791","1550","16264","4040","196","499","Nyu Media","95","94"
"464070","0","342","X-STREAM DIGITAL Co., Ltd.","0","349","Diorama Battle of NINJA3D ","4","1574","1257","0","0","1312","1147","3","699","Dogenzaka Lab","5","50"
"23460","0","226","Realmforge Studios","0","139","Ceville","16","33316","5783","0","0","13641","3700","74","599","Assemble Entertainment","51","84"
"539720","94","224","NukGames","93","214","Razortron 2000","35","54039","7365","1962","1717","33053","5760","303","99","NukGames","70","89"
"107410","869","11245","Bohemia Interactive","230","1860","Arma 3","9863","3751022","61132","438612","20974","3634811","60185","90264","3999","Bohemia Interactive","74","90"
"389850","0","163","Tin Man Games","0","111","Legacy of Dorn: Herald of Oblivion","6","9444","3079","0","0","6296","2514","63","499","Tin Man Games","78","90"
"673190","0","15","3DClouds.it","0","15","All-Star Fruit Racing","7","787","888","0","0","785","1538","36","1499","3DClouds.it","53","81"
"648570","0","92","Third Door Studio","0","94","Hell Dimension VR","0","3148","1777","0","0","1182","1335","0","999","Subdream Studios","","0"
"357720","0","161","Seaven Studio","0","162","Inside My Radio","36","22298","4731","0","0","12067","3480","291","1499","Iceberg Interactive","67","91"
"371690","19467","9944","a REGULAR GAMER","19467","14885","Pixel Space","15","28069","5308","791","1550","3673","1920","34","499","a REGULAR GAMER","27","46"
"485510","1012","2524","KOEI TECMO GAMES CO., LTD.","619","1261","Nioh: Complete Edition /  Complete Edition","1083","162381","12765","53777","7347","152937","12389","5652","4999","KOEI TECMO GAMES CO., LTD.","53","81"
"211050","300","320","","340","235","Battle vs Chess","193","129590","11404","12329","3518","86306","9307","440","0","","27","71"
"497670","0","72","Davide A. Fiandra","0","129","Line / Dash","4","1576","1542","0","0","1182","1335","18","199","Davide A. Fiandra, Simone Tagliaferri","49","81"
"314210","0","104","Archetype Global","0","84","Tesla Breaks the World!","37","17838","4231","0","0","12067","3480","6","999","Archetype Global","0","21"
"301970","99","162","Samurai Punk","115","103","Screencheat","87","356503","18911","4722","2177","167890","12980","1001","749","Surprise Attack","82","92"
"6310","62","594","Funcom","94","104","The Longest Journey","76","231635","15245","1574","1257","121720","11052","999","999","Funcom","82","92"
"423068","0","0","","0","0","UWT - 4. S.P. Texturing - Chapter 2.2","0","1574","1257","0","0","0","0","0","","","","0"
"705060","715","714","VGstudio","1425","1424","Infernales","0","11018","3325","1571","2175","1571","2175","0","599","VGstudio","","0"
"205190","299","1509","Ubisoft - San Francisco","154","420","Rocksmith","69","225339","15037","4333","2557","192024","13881","823","2999","Ubisoft","82","89"
"379320","0","242","Cole Neumann, Albin Bernhardsson","0","228","Clandestinity of Elsie","15","39874","6326","0","0","29905","5479","70","499","Cole Neumann","51","82"
